V2,K0EMT,W9/IL-006,2019/04/26,1725,14.060,CW,K0RS,,
V2,K0EMT,W9/IL-006,2019/04/26,1728,14.060,CW,K5KJ,,
V2,K0EMT,W9/IL-006,2019/04/26,1729,14.060,CW,K4MF,,
V2,K0EMT,W9/IL-006,2019/04/26,1730,14.060,CW,NG6R,,
V2,K0EMT,W9/IL-006,2019/04/26,1733,14.060,CW,K5DEZ,,
V2,K0EMT,W9/IL-006,2019/04/26,1749,10.112,CW,KR7RK,W7A/PE-022,S2S
V2,K0EMT,W9/IL-006,2019/04/26,1751,10.112,CW,KG3W,,
V2,K0EMT,W9/IL-006,2019/04/26,1756,10.112,CW,AC7P,,
V2,K0EMT,W9/IL-006,2019/04/26,1804,7.043,CW,K9IR,,
V2,K0EMT,W9/IL-006,2019/04/26,1804,7.043,CW,K0LAF,,
V2,K0EMT,W9/IL-006,2019/04/26,1806,7.043,CW,NE4TN,,
